1.591584833551986169e-02,5.803486312561657173e-03,3.255251847334922409e-05,1.024188535304027355e-04,2.854478163891772252e-03,6.365407360808640001e-06,9.177412880959153960e-03,4.614390274779310337e-07,5.356217422926789866e-03,1.516750350464996549e-07,1.490012319882714244e-06,1.144349078538077550e-17,1.198219839176706356e-03,4.568047344322513637e-03,1.535552769193264908e-07,4.060493415659489069e-01,3.369376407505895909e-08,6.644081491779356419e-04,6.411789943142106514e-06,1.874884243510431233e-23,1.193967208543790569e-04,1.547549927918861383e-04,1.974541657504597005e-03,3.947189347494876877e-02,2.867900259820278189e-05,1.613806900195389332e-04,7.128874638159464761e-01,1.421158373822534737e-01,2.012341973183901043e-03,2.004729056415965793e-15,6.918249230125213664e-06,8.482689557256195153e-08,2.237620601909085655e-02,4.218306701196453666e-04,3.106782288108982401e-06,3.616344412326789209e-04,9.173530131788143029e-09,2.745831989395484170e-03,7.896432197108932405e-02,1.787069712399502199e-04,5.535193983713330296e-03,1.374421330438971466e-14,9.728113186714078047e-04,5.721943657294900961e-06,5.376249901021704314e-06,6.306184112404721487e-06,1.846118665806017539e-06,3.823393168716395364e-06,1.530730627044792314e-08,2.059377479239749987e-12,2.443083092340355388e-03,7.457004642897896039e-05,1.384677125600206576e-07,1.617464557315774987e-06,1.112050092896847509e-05,6.042387450600015392e-04,2.386971961029350466e-05,6.729281491121079905e-20,5.881359582484294913e-05,3.113674518262016340e-07,4.972822895142906202e-04,4.406404905020225803e-04,3.113987963231588663e-01,3.425257531926991297e-03
3.262024280607984418e-05,5.916638853476240118e-11,2.199812758522718379e-18,8.034381889072639239e-04,9.022978315008393951e-20,1.595077515150676109e-08,4.387492930040772787e-01,1.833999334143384270e-05,5.095044035092660510e-03,5.561616787212730101e-08,7.673039948629658755e-03,3.765394538645689689e-05,1.186199670731546412e-08,3.745820588761622727e-05,3.712342838151734201e-03,8.246186792698760593e-02,1.365499153194328247e-07,2.742870024793406336e-09,2.894494247062994255e-02,2.934793387505951062e-02,2.567950155977398088e-14,9.112513255168552123e-03,3.618442539919450411e-13,7.480640683476844488e-09,1.747165138283257661e-05,2.278689395333873449e-07,7.292487244868539538e-11,8.951331269951094322e-06,8.778421786849502188e-08,2.625379438809840628e-03,5.577644224845698792e-04,9.282216284548766420e-06,1.716020079714664082e-03,5.198782153661841814e-03,1.547623336855906157e-03,4.666546410845463952e-06,7.477455083415260861e-08,8.343708966373586107e-09,1.411255235775346062e-01,5.274722355634930276e-03,1.938479043703970720e-18,4.423336969452005453e-10,3.340858343088563462e-04,1.422739432681254462e-07,6.158561067996505370e-10,2.404391787791334764e-02,1.749157969468610957e-03,9.050953086798585864e-21,3.413321870797313094e-07,4.862087327862964666e-06,1.193462904557373271e-02,5.245813623759536942e-02,1.769042872189059978e-01,9.737876601951883648e-03,2.267376301826181870e-04,1.287179530720458827e-02,2.617461384904759287e-03,2.564953630972893048e-11,1.069207469899191021e-01,3.115288539409335252e-03,2.218006088403877440e-04,1.247663545478749942e-06,1.748855640469099311e-04,1.340427232980594648e-07
9.626512999514462996e-04,7.965885610021611923e-10,1.713074746184315518e-07,8.086337950013532117e-03,5.410216306217287963e-05,1.011301404185137483e-02,3.219946804457953383e-04,1.284408891541192258e-08,7.608272330831786878e-12,9.344077627523088425e-13,2.211553993128383996e-08,2.730281154967491297e-03,2.241074070395578490e-04,1.223621239744032447e-04,2.074894454054083211e-05,2.842213964440397074e-05,3.119751278517952572e-02,4.824957820695657817e-02,5.833804961185301636e-07,7.980266905300178971e-04,9.266809955173072273e-19,1.916054547494510599e-05,7.866568677622896782e-07,8.632433523779500073e-12,8.126706133370912328e-18,1.091860437349399587e-03,1.262969640342446835e-04,1.137040733912963574e-03,1.312657250841943804e-02,5.125686864671222948e-02,9.139916387216506137e-05,1.250671944903168494e-10,1.776000964277686898e-14,6.269905637871906574e-09,7.444244223304441813e-03,1.313921031594044993e-04,2.613706675780689653e-07,2.764934639904452485e-03,6.191529379210721984e-07,1.666489895331803306e-02,7.665380119903134060e-02,4.411680672360147014e-03,1.991541980187325287e-03,1.526921318046373932e-01,2.203766112677998445e-09,1.405705064905444863e-05,1.304835265478184207e-03,7.518218422512308466e-05,3.191407666975028728e-05,1.951028654667801721e-09,6.982728212192866171e-09,1.399310366046200849e-01,2.454219639226412360e-07,1.339537216966232795e-13,8.638761935596681144e-11,2.489293773708060926e-08,5.642750764463783097e-02,3.305380827256912443e-15,1.136286638291520990e-01,1.744887642875315667e-07,2.836776535874738165e-05,1.163225471055797981e-06,9.734646215609972541e-06,1.917661566534976242e-03
2.108278499063201189e-06,5.053682710224487741e-15,1.562964845304112838e-01,1.691748507421861929e-06,2.586629348625661984e-08,3.316802743175441989e-08,5.147887537953411974e-02,7.827385584009019546e-08,3.242049145326870996e-02,7.175787420677258031e-11,4.627160398536545038e-02,2.771282102371298850e-03,7.384054413658640292e-02,1.259332635008476300e-03,6.911860109487931339e-05,3.484627395363944662e-06,8.372641594431793839e-08,3.635238461310104537e-03,1.302111980999861585e-01,2.902361378721010285e-04,4.332968311406037759e-04,1.223870035326620227e-05,4.445244282591042197e-05,1.771496568190674692e-01,4.083857408117695861e-10,7.717626059333107438e-04,4.414333905119488533e-02,7.338387062350920642e-01,2.036347594089801873e-05,2.438227591737332153e-02,5.360403249154451223e-18,1.042991214049470781e-07,1.098113530892376168e-11,1.354636353527520400e-03,5.011362940428932405e-02,2.526712609068036425e-03,6.989781274107843409e-06,6.423914930767024302e-19,2.248801184870426739e-01,5.661112655822145333e-05,1.475398842177579328e-01,5.488063315659784391e-04,3.895736563206854970e-07,8.954472067299596013e-04,1.215259156156752590e-02,2.432727629060203689e-07,1.263965755141076980e-04,3.610337200912116319e-05,6.957596740057711450e-06,4.280693408397134110e-05,1.356459310809517670e-02,1.528490551681022380e-01,1.076832825439540398e-01,4.503356287041267517e-03,8.522989645937104064e-03,9.529212053008056724e-04,1.168719880264254135e-01,1.134593578016102844e-07,1.190306631548655902e+00,1.294337649328166761e-03,5.322728494307722100e-05,2.093536798545993065e-04,6.081934849230599386e-14,3.090683666426612957e-06
4.112726212179937147e-05,1.907332613668135876e-02,7.959331795549629094e-06,1.880872062246872354e-06,3.025517917309780355e-03,4.229648536519328879e-03,4.050524295681409709e-08,2.254876597076234650e-03,1.604649678337485234e-03,2.078454300477503721e-06,2.047710823619023217e-10,9.934313349835019695e-12,1.154539490420217022e-02,5.560630705936411255e-10,5.135067688329900994e-03,4.793333545076305311e-13,6.093318276675023827e-07,1.884853972127644427e-11,1.117985325911093619e-01,4.535480397681023456e-17,2.981808678168002512e-03,6.832947652644612638e-05,8.180984560890287852e-08,1.720120734029919418e-11,3.989898198115603786e-08,1.568944833651236354e-05,2.205188483467742907e-04,5.447187362377090558e-01,1.718895317482681609e-02,4.978714332978905154e-06,1.783164791728784609e-06,1.390232234327108751e-06,1.041579451992635688e-08,2.445562637757176457e-05,1.709971150726990175e-08,3.099507655456377179e-06,3.104524363699746344e-05,5.356674962555179947e-04,3.434205611888362965e-03,9.928218289573375200e-04,3.504727280732099340e-10,4.835526613305866916e-02,2.023503465400902100e-09,9.684562173003317801e-05,4.599050454769100342e-03,9.938682060191094346e-13,8.500743046604955235e-07,1.204575788967695530e-04,3.795693963163475782e-03,1.900588839496313752e-09,1.811057161980028281e-07,2.485663691045153761e-03,4.285673177344434756e-08,3.317468564238130243e-03,5.083467390695671567e-14,9.656561130857264454e-08,2.965288743312409214e-01,6.386192650311787447e-04,1.992936641619869135e-06,7.681403901179594765e-04,1.614320133678606370e-02,4.555263596492054895e-06,8.527155979641161399e-02,8.170170747475415584e-04
3.372484964624353921e-12,2.044361007602808484e-04,5.598113186027385384e-03,6.717960415480198404e-07,1.392049922435271633e-03,6.517717190047324057e-17,1.957660015248746706e-06,1.319007422035741506e-11,1.803318957916867304e-05,5.599505766748327003e-04,7.487466664593355402e-11,1.356838970747332312e-03,4.125102697678908391e-06,4.318546931124056154e-13,4.341270769076470718e-11,1.238985102303084349e-06,1.805672382776192095e-06,2.160090772948999335e-10,2.473820567317368950e-06,2.962568755687206446e-03,2.879882411714301382e-04,8.008768609050181259e-04,8.649052301125711561e-04,3.225113588249995944e-01,4.351193815763861576e-18,7.733479733409295438e-06,3.606662031002698956e-16,7.807580212345893671e-09,1.535359801710690572e-02,1.301137410434642129e-02,3.363258931891491796e-08,1.785901713211520966e-08,3.224006856952309208e-03,1.316021082800836267e-09,3.527627448174904066e-04,3.883732302493956949e-03,2.202416983277685777e-05,2.309033108123489008e-06,1.836074389732015580e-04,4.392804549467951326e-03,2.934519321314998930e-01,3.221665315117959727e-01,1.567294302219967629e-16,3.159892635869288036e-02,3.904915752114753399e-16,4.422374002004967416e-13,1.352763919073546422e-10,1.875394665543742155e-07,2.592700611934593882e-07,6.885850767661478976e-07,8.269314583594657945e-05,1.694598502274508674e-06,1.759661185004848025e-07,2.746766127116702669e-07,2.771243729999874625e-04,5.895936261488199858e-04,8.988389243973871762e-03,6.665802655140286553e-05,1.369335302595299748e-09,6.279318252777851615e-17,1.411227175357883032e-29,2.413285985544588531e-06,4.197098191654750822e-08,2.048532085999213037e-07
7.261755598418528001e-04,2.423743332761472283e-06,6.286372086085445510e-01,6.874148528164139946e-11,1.805589158728339253e-06,1.102062483648386533e-06,9.985763812533120967e-10,6.880756734233263406e-04,4.952139482035066588e-06,3.682367970526699563e-02,8.990160499457573685e-04,2.431963239276000582e-02,2.133638839100597190e-05,3.230993318755731846e-14,2.070335022105040858e-03,1.422986809817504243e-02,1.686713037888421161e-10,1.693437891058150824e-04,2.577318089629495926e-19,3.753908509999280552e-02,4.533310624438830183e-05,2.863665428015828457e-11,2.539256541803604737e-03,2.786486585532999168e-03,2.875495400316265075e-05,2.276888608832085076e-10,1.214152052796401853e-05,9.722311877640591252e-03,1.744599519723640478e-04,1.188867728624186590e-16,9.123272605465270293e-05,1.461435738926676001e-03,8.710403209890286960e-09,8.354607653425246208e-03,1.612195507884171862e-03,7.617991098898355291e-10,1.095591373638069195e-03,1.168506752818445558e-04,1.362247691844626352e-01,7.723119548891864477e-07,6.591458916087000741e-02,2.369723479489343478e-04,1.127128998683664776e-06,1.562754791488469006e-17,4.741993373262107648e-05,1.825038740240383928e-01,3.776526911650011226e-04,3.548020345740422331e-05,1.227207097841691446e-09,3.180805894249199087e-03,2.743926672640260508e-02,5.677047841333935986e-11,1.808819512117712247e-01,3.742737048436509219e-07,2.355856186027443542e-11,9.793006388380298598e-08,5.671498110898035711e-02,4.737403260520521104e-14,6.496301184968611073e-03,1.401337133736641217e-08,2.627019086648270559e-03,2.722081707114718812e-08,1.733148624110324999e-12,1.355116073754156604e-03
2.559992601024700144e-03,4.101510379092467294e-05,5.367789537753206962e-03,1.057450691207769577e-04,7.444553125071607439e-09,1.420666401954546641e-04,7.848549297020990245e-02,1.883145272653545258e-05,5.996917031998325477e-09,2.839810921246211373e-01,1.110930488789962055e-02,9.789253057524620414e-05,3.656085571321385230e-02,1.134247148784585102e-01,6.277535685788403598e-04,4.215149230421660229e-09,2.031782484493925289e-01,3.170762226714524687e-04,1.377095260618412702e-04,6.131268732136196052e-13,1.928225154101822889e-07,9.418924769626637482e-10,1.236619496323405171e-04,4.814828244293570814e-01,1.227991134080896880e-09,1.648284157239114601e-03,7.322230884358457877e-03,2.646216037461011881e-06,9.177789057890094451e-07,6.385850323260336941e-10,1.539486655683662122e-05,5.474776923358370942e-15,3.618486944066331697e-04,1.728797900544917950e-04,2.312696482676689369e-01,5.077716930732482361e-15,1.137170992411332613e-05,3.945118398558695300e-09,1.792184175289354697e-01,1.463949793948155029e-03,4.214187245060876055e-14,8.898909626606368861e-02,4.169910019821665773e-03,1.854635215057569639e-05,1.531531197200542446e-13,1.929741574710035906e-02,1.385710982107115491e-02,2.341393478968277139e-02,2.528405566862573653e-04,7.470891662199260634e-07,5.188821827806428585e-04,7.897547487821131307e-02,5.544384170808538403e-01,3.739200431367967989e-05,9.820749187254874099e-09,2.776036533120023071e-21,7.963914190640943672e-15,1.548590208427784009e-03,4.226603400825270640e-01,5.578636180655014159e-11,7.681758186328448991e-05,2.102086820111405407e-02,1.310305770427612454e-06,7.539495315521029826e-32
1.707240946120135638e-05,2.559100058624301449e-08,4.159234611382484070e-03,1.961223707560328256e-03,4.085840437576859038e-06,4.778967221650054145e-05,5.305128473454377019e-02,6.717303128361593662e-06,2.578248588944066950e-12,1.032422878994286330e-07,3.713673929066093782e-14,2.711796609596103994e-06,4.233368404184726345e-05,3.494997832906378277e-02,4.602892781377168923e-07,2.064437394032197018e-02,3.883540407012109341e-02,7.406647522737592722e-04,1.407603758986105888e-02,1.533998101947538745e-07,1.294484428400278022e-06,2.674295920880554248e-03,3.581420473856015486e-07,1.454729504999288075e-10,1.370629489859302805e-04,7.490812464261698854e-08,3.373109395002862887e-02,5.108493851978109370e-09,3.501218382800465106e-04,4.621377497933076253e-05,6.272019198342855876e-24,4.339707634629935350e-13,1.427434495947630397e-03,1.944727652338408820e-09,5.329451403882462003e-03,1.444679666883980134e-22,1.972520703447044541e-02,4.042348734927204918e-22,8.161777540200754189e-01,3.527227560084423248e-06,2.472809637590145035e-03,3.864152497675769123e-03,8.619879313678567925e-04,6.987771412929649935e-03,9.879374262973198567e-04,5.107370882130769785e-02,1.870416105220258250e-03,2.095252578733993213e-04,1.731910477233128149e-03,3.830072489657252609e-05,2.101354136202862148e-12,8.308778198597894547e-18,1.044722861319936232e-07,7.620677769476076606e-10,9.738182101254962055e-04,3.862554025452632348e-08,5.015596525633371428e-10,3.013024578970451284e-01,1.027793073986683764e-01,3.221331721938751531e-04,2.598849693962394358e-03,5.668549130494437001e-05,3.238214978965545674e-04,3.155669653662958340e-04
2.103420347457986248e-05,1.930364519366518270e-10,3.512125245957912079e-03,2.778705303123342552e-09,3.873980782575330560e-04,3.747628151567844023e-03,2.516689607652387028e-01,6.142381967231001307e-06,2.640743690314218631e-03,5.987495392675247751e-07,1.870750457894510970e-09,7.978905518379646178e-03,3.973114969735459364e-08,3.228417162167403209e-02,3.949906081070486599e-13,1.102363876929827940e-06,7.493589530150807088e-02,1.913751680314109901e-02,1.829206429113058698e-06,1.932853778838612094e-04,3.233004237258223852e-04,2.024767924341816343e-12,1.004254415405172064e-03,8.093796782933070089e-02,4.043914704422926093e-05,9.311784985763167679e-13,8.708276162621085255e-04,7.739485816961227450e-05,9.030387481091725814e-06,7.961883796223847979e-06,3.599186281112741795e-04,3.144753423490425151e-03,1.139753138611742785e-07,5.495502529272545207e-05,5.319547507222701331e-03,5.452286531135850357e-06,1.577375869844192466e-02,3.417926637631608054e-04,2.078700896282961209e-03,3.277887078963383764e-05,3.202132591231261483e-01,4.331069536464134616e-06,6.579444830849055076e-06,8.032652022689769848e-07,7.181717670290559716e-05,6.747915695765571676e-05,9.983901113418908132e-13,5.356781709481843748e-16,1.263515678349881786e-24,3.760651893639263527e-06,2.863834624134189641e-02,3.031356929374270925e-03,8.970292789051452151e-03,5.656136295696793687e-05,4.624287127295806610e-05,1.584692509398941118e-04,4.957609266120186652e-05,6.907810214426077385e-05,3.987141143572951740e-02,3.962214624118872339e-07,1.797250384983663241e-05,1.050073031704883673e-04,2.350148164145535859e-09,4.768314364593827438e-06
